"Source","Treatment","Block","NumAssign_InBlock","Row","PosInRow","Tag","ID","DateMortalityObservedPreTransplant","Length_cm_20220527","OrigPltSurvival_20220527","Replaced_YorN_20220531","Replacement","Length_cm_20220622","Survival_20220622","Notes.x","Phenology_20220715","Survival_20220715","Notes_20220715","Phenology_20220721","Survival_20220721","Notes_20220721","Phenology_20220726","Length_cm_20220726","Survival_20220726","Notes_20220726","Phenology_20220804","Survival_20220804","Notes_20220804","Phenology_20220817","Survival_20220817","Notes_20220817","Phenology_20220830","Survival_20220830","Phenology_20220909","Survival_20220909","Notes_20220909","Phenology_20220922","Survival_20220922","Notes_20220922","Harvest_20221014","Harvest_20221110","AGB_Coll_20221014","AGB_Coll_20221110","BagSize","AGB_MinusBag","InfBM_Wbag","InfBM_Wobag_g","TissueCollected","Notes.1","SentForSequencing_20230803","ExcludeBcNotReplaced","SOURCE_CODE","HexCode_Indv","Long","Lat","SdZone","Notes.y","Tmin_Class","AHM_class","seed_zone","New_label","PopAbbrev","SdZnCol","SdZnAbbrev","PopCol","PopOrder"
"ARFR-CO932-314-JEFFERSON-12","black",3,155,11,45,210,593,NA,5.6,1,NA,NA,8.9,1,NA,2,1,NA,2,1,NA,2,30.4,1,NA,3,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-314-JEFFERSON-12","#FEE08B",-105.3553333,39.40902778,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","CO.2","#66e566","semi-humid, cool","#FEE08B","E"
"ARFR-CO932-294-11","black",3,156,11,46,NA,594,NA,4.8,1,NA,NA,8,1,NA,2,1,NA,2,1,NA,2,22.8,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-294-11","#ABDDA4",-105.2030833,39.78458333,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.4","#698b69","semi-humid, warm","#ABDDA4","H"
"ARFR-NM930N-66-11","black",3,157,11,47,NA,595,NA,9.1,1,NA,NA,22.1,1,NA,2,1,NA,2,1,NA,2,59,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"Y",NA,"ARFR4-SOS-NM930N-66-11","#F46D43",-107.2045028,36.76818611,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","NM.1","#66e566","semi-humid, cool","#F46D43","C"
"ARFR-CO932-316-JEFFERSON-12","black",3,158,11,48,NA,596,NA,5.4,1,NA,NA,10.7,1,NA,2,1,NA,2,1,NA,2,25.5,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-316-JEFFERSON-12","#FFFF85",-105.358,39.66325,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.3","#698b69","semi-humid, warm","#FFFF85","F"
"ARFR-AZ930-422-NAVAJO-18","black",3,159,11,49,NA,597,NA,3.8,1,NA,NA,12.4,1,NA,2,1,NA,2,1,NA,2,42,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-AZ930-422-NAVAJO-18","#D53E4F",-110.431,36.56805,"15 - 20 Deg. F. / 6 - 12","Lats corrected 20230127","15 - 20 Deg. F.","12-Jun","15 - 20 Deg. F. / 6 - 12","15 - 20 / semi-arid","AZ.2","#ee5c42","semi-arid, warm","#D53E4F","B"
"ARFR-CO932-294-11","black",3,160,11,50,211,598,NA,6.3,1,NA,NA,9.3,1,NA,2,1,NA,2,1,NA,2,27.4,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-294-11","#ABDDA4",-105.2030833,39.78458333,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.4","#698b69","semi-humid, warm","#ABDDA4","H"
"ARFR-NM930N-66-11","black",3,161,11,51,NA,599,NA,8.8,1,NA,NA,18.3,1,NA,2,1,NA,2,1,NA,2,54.1,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-NM930N-66-11","#F46D43",-107.2045028,36.76818611,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","NM.1","#66e566","semi-humid, cool","#F46D43","C"
"ARFR-WY040-71-10","black",3,162,11,52,NA,600,NA,3,1,NA,NA,4.6,1,NA,2,1,NA,2,1,NA,2,9.7,1,NA,2,1,NA,2,1,NA,2,1,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"N",NA,"ARFR4-SOS-WY040-71-10","#66C2A5",-109.2433156,41.13271889,"5 - 10 Deg. F. / 3 - 6","","5 - 10 Deg. F.","6-Mar","5 - 10 Deg. F. / 3 - 6","5 - 10 / semi-humid","WY.1","#a5c2f1","semi-humid, cold","#66C2A5","I"
"ARFR-WY040-71-10","black",3,163,11,53,NA,601,NA,4,1,NA,NA,8.9,1,NA,2,1,NA,2,1,NA,2,20,1,NA,2,1,NA,2,1,NA,2,1,2,1,NA,2,1,NA,"Yes",NA,121.73,NA,"L",89.752,58.92,51.96,"N",NA,"N",NA,"ARFR4-SOS-WY040-71-10","#66C2A5",-109.2433156,41.13271889,"5 - 10 Deg. F. / 3 - 6","","5 - 10 Deg. F.","6-Mar","5 - 10 Deg. F. / 3 - 6","5 - 10 / semi-humid","WY.1","#a5c2f1","semi-humid, cold","#66C2A5","I"
"ARFR-CO932-314-JEFFERSON-12","black",3,164,11,54,NA,602,NA,2.6,1,NA,NA,8.7,1,NA,2,1,NA,2,1,NA,2,26,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-314-JEFFERSON-12","#FEE08B",-105.3553333,39.40902778,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","CO.2","#66e566","semi-humid, cool","#FEE08B","E"
"ARFR-CO932-294-11","black",3,165,11,55,212,603,NA,3,1,NA,NA,NA,0,"Odd morph 5/27 dead 6/23",NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"N",NA,"ARFR4-SOS-CO932-294-11","#ABDDA4",-105.2030833,39.78458333,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.4","#698b69","semi-humid, warm","#ABDDA4","H"
"ARFR-UT080-109-UINTAH-12","black",3,166,12,1,201,604,NA,6.9,1,NA,NA,12.7,1,NA,2,1,NA,2,1,NA,2,24,1,NA,2,1,NA,2,1,NA,2,1,2,1,"dying",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-UT080-109-UINTAH-12","#aabe7f",-109.1426444,39.70802222,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","UT.1","#66e566","semi-humid, cool","#aabe7f","G"
"ARFR-CO932-314-JEFFERSON-12","black",3,167,12,2,NA,605,NA,6.3,1,NA,NA,12.2,1,NA,2,1,NA,2,1,NA,2,19.6,1,NA,2,1,NA,2,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-314-JEFFERSON-12","#FEE08B",-105.3553333,39.40902778,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","CO.2","#66e566","semi-humid, cool","#FEE08B","E"
"ARFR-CO932-314-JEFFERSON-12","black",3,168,12,3,NA,606,NA,5.7,1,NA,NA,9.9,1,NA,2,1,NA,2,1,NA,2,17.2,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-314-JEFFERSON-12","#FEE08B",-105.3553333,39.40902778,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","CO.2","#66e566","semi-humid, cool","#FEE08B","E"
"ARFR-WY930-44-LASANIMAS-13","black",3,169,12,4,NA,607,NA,2.8,1,NA,NA,8.1,1,NA,2,1,NA,2,1,NA,2,14.2,1,NA,2,1,NA,2,1,NA,2,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-WY930-44-LASANIMAS-13","#FDAE61",-104.6423889,37.16547222,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.1","#698b69","semi-humid, warm","#FDAE61","D"
"ARFR-WY050-49-FREMONT-12","black",3,170,12,5,202,608,NA,4,1,NA,NA,6,1,NA,2,1,NA,2,1,NA,2,8.9,1,NA,2,1,NA,2,1,NA,2,1,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"N",NA,"ARFR4-SOS-WY050-49-FREMONT-12","#5E4FA2",-109.34775,43.42663611,"5 - 10 Deg. F. / 6 - 12","","5 - 10 Deg. F.","12-Jun","5 - 10 Deg. F. / 6 - 12","5 - 10 / semi-arid","WY.3","#ffb90f","semi-arid, cold","#5E4FA2","K"
"ARFR-AZ930-422-NAVAJO-18","black",3,171,12,6,NA,609,NA,4.3,1,NA,NA,16.2,1,NA,2,1,NA,2,1,NA,2,46.9,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"Y",NA,"ARFR4-SOS-AZ930-422-NAVAJO-18","#D53E4F",-110.431,36.56805,"15 - 20 Deg. F. / 6 - 12","Lats corrected 20230127","15 - 20 Deg. F.","12-Jun","15 - 20 Deg. F. / 6 - 12","15 - 20 / semi-arid","AZ.2","#ee5c42","semi-arid, warm","#D53E4F","B"
"ARFR-CO932-314-JEFFERSON-12","black",3,172,12,7,NA,610,NA,2,1,NA,NA,9.6,1,NA,2,1,NA,2,1,NA,2,29.1,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-314-JEFFERSON-12","#FEE08B",-105.3553333,39.40902778,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","CO.2","#66e566","semi-humid, cool","#FEE08B","E"
"ARFR-WY050-49-FREMONT-12","black",3,173,12,8,NA,611,NA,4.6,1,NA,NA,11.2,1,NA,2,1,NA,2,1,NA,2,20.1,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-WY050-49-FREMONT-12","#5E4FA2",-109.34775,43.42663611,"5 - 10 Deg. F. / 6 - 12","","5 - 10 Deg. F.","12-Jun","5 - 10 Deg. F. / 6 - 12","5 - 10 / semi-arid","WY.3","#ffb90f","semi-arid, cold","#5E4FA2","K"
"ARFR-NM930N-66-11","black",3,174,12,9,NA,612,NA,5.5,1,NA,NA,21,1,NA,2,1,NA,2,1,NA,2,53,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-NM930N-66-11","#F46D43",-107.2045028,36.76818611,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","NM.1","#66e566","semi-humid, cool","#F46D43","C"
"ARFR-WY050-49-FREMONT-12","black",3,175,12,10,203,613,NA,3.4,1,NA,NA,6.2,1,NA,2,1,NA,2,1,NA,2,16.5,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-WY050-49-FREMONT-12","#5E4FA2",-109.34775,43.42663611,"5 - 10 Deg. F. / 6 - 12","","5 - 10 Deg. F.","12-Jun","5 - 10 Deg. F. / 6 - 12","5 - 10 / semi-arid","WY.3","#ffb90f","semi-arid, cold","#5E4FA2","K"
"ARFR-WY050-151-FREMONT-16","black",3,176,12,11,NA,614,NA,3,1,NA,NA,6.9,1,NA,2,1,NA,2,1,NA,2,11.8,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-WY050-151-FREMONT-16","#3288BD",-108.1704472,42.47886111,"10 - 15 Deg. F. / 6 - 12","","10 - 15 Deg. F.","12-Jun","10 - 15 Deg. F. / 6 - 12","10 - 15 / semi-arid","WY.2","#cd8500","semi-arid, cool","#3288BD","J"
"ARFR-WY040-71-10","black",3,177,12,12,NA,615,NA,4.4,1,NA,NA,8.3,1,NA,2,1,NA,2,1,NA,2,32.2,1,NA,3,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-WY040-71-10","#66C2A5",-109.2433156,41.13271889,"5 - 10 Deg. F. / 3 - 6","","5 - 10 Deg. F.","6-Mar","5 - 10 Deg. F. / 3 - 6","5 - 10 / semi-humid","WY.1","#a5c2f1","semi-humid, cold","#66C2A5","I"
"ARFR-WY050-49-FREMONT-12","black",3,178,12,13,NA,616,NA,2,1,NA,NA,4.6,1,NA,2,1,NA,2,1,NA,2,11.5,1,NA,2,1,NA,2,1,NA,2,1,2,1,NA,2,1,NA,"Yes",NA,43.79,NA,"S",36.83,NA,NA,"N",NA,"N",NA,"ARFR4-SOS-WY050-49-FREMONT-12","#5E4FA2",-109.34775,43.42663611,"5 - 10 Deg. F. / 6 - 12","","5 - 10 Deg. F.","12-Jun","5 - 10 Deg. F. / 6 - 12","5 - 10 / semi-arid","WY.3","#ffb90f","semi-arid, cold","#5E4FA2","K"
"ARFR-WY050-151-FREMONT-16","black",3,179,12,14,NA,617,NA,4.6,1,NA,NA,6.6,1,NA,2,1,NA,2,1,NA,2,11.7,1,NA,2,1,NA,2,1,NA,2,1,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"N",NA,"ARFR4-SOS-WY050-151-FREMONT-16","#3288BD",-108.1704472,42.47886111,"10 - 15 Deg. F. / 6 - 12","","10 - 15 Deg. F.","12-Jun","10 - 15 Deg. F. / 6 - 12","10 - 15 / semi-arid","WY.2","#cd8500","semi-arid, cool","#3288BD","J"
"ARFR-WY040-71-10","black",3,180,12,15,204,618,NA,4.3,1,NA,NA,8.5,1,NA,2,1,NA,2,1,NA,2,12,1,NA,2,1,NA,2,1,NA,2,1,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"N",NA,"ARFR4-SOS-WY040-71-10","#66C2A5",-109.2433156,41.13271889,"5 - 10 Deg. F. / 3 - 6","","5 - 10 Deg. F.","6-Mar","5 - 10 Deg. F. / 3 - 6","5 - 10 / semi-humid","WY.1","#a5c2f1","semi-humid, cold","#66C2A5","I"
"ARFR-NM930N-66-11","black",3,181,12,16,NA,619,NA,7.4,1,NA,NA,18.9,1,NA,2,1,NA,2,1,NA,2,58.5,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-NM930N-66-11","#F46D43",-107.2045028,36.76818611,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","NM.1","#66e566","semi-humid, cool","#F46D43","C"
"ARFR-AZ930-423-NAVAJO-18","black",3,182,12,17,NA,620,NA,6.2,1,NA,NA,5.8,1,NA,2,1,NA,2,1,NA,2,41.2,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-AZ930-423-NAVAJO-18","#9E0142",-110.431,36.45877,"15 - 20 Deg. F. / 6 - 12","SdZones downloaded 20230823","15 - 20 Deg. F.","12-Jun","15 - 20 Deg. F. / 6 - 12","15 - 20 / semi-arid","AZ.1","#ee5c42","semi-arid, warm","#9E0142","A"
"ARFR-AZ930-423-NAVAJO-18","black",3,183,12,18,NA,621,NA,6.6,1,NA,NA,15.9,1,"ARFR-WY050-151-FREMONT-16_163 was initially assinged but 423-Navajo actually planted",2,1,NA,2,1,NA,2,34.7,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-AZ930-423-NAVAJO-18","#9E0142",-110.431,36.45877,"15 - 20 Deg. F. / 6 - 12","SdZones downloaded 20230823","15 - 20 Deg. F.","12-Jun","15 - 20 Deg. F. / 6 - 12","15 - 20 / semi-arid","AZ.1","#ee5c42","semi-arid, warm","#9E0142","A"
"ARFR-WY050-151-FREMONT-16","black",3,184,12,19,NA,622,NA,5.6,1,NA,NA,6.7,1,"ARFR-AZ930-422-NAVAJO-18_173 was initially assinged but Fremont-16 actually planted",2,1,NA,2,1,NA,2,9.2,1,NA,2,1,NA,2,1,NA,2,1,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-WY050-151-FREMONT-16","#3288BD",-108.1704472,42.47886111,"10 - 15 Deg. F. / 6 - 12","","10 - 15 Deg. F.","12-Jun","10 - 15 Deg. F. / 6 - 12","10 - 15 / semi-arid","WY.2","#cd8500","semi-arid, cool","#3288BD","J"
"ARFR-AZ930-422-NAVAJO-18","black",3,185,12,20,205,623,NA,3.4,1,NA,NA,10.3,1,"ARFR-CO932-294-11_163 was initially assinged but 422-Navajo actually planted",2,1,NA,2,1,NA,2,30.5,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-AZ930-422-NAVAJO-18","#D53E4F",-110.431,36.56805,"15 - 20 Deg. F. / 6 - 12","Lats corrected 20230127","15 - 20 Deg. F.","12-Jun","15 - 20 Deg. F. / 6 - 12","15 - 20 / semi-arid","AZ.2","#ee5c42","semi-arid, warm","#D53E4F","B"
"ARFR-CO932-294-11","black",3,186,12,21,NA,624,NA,4.4,1,NA,NA,7.2,1,"ARFR-WY050-151-FREMONT-16_003 was initially assinged but CO-294 actually planted",2,1,NA,2,1,NA,2,14.9,1,NA,2,1,NA,2,1,NA,3,1,3,1,NA,3,1,NA,"Yes",NA,50.75,NA,"S",43.79,8.93,1.97,"Y",NA,"N",NA,"ARFR4-SOS-CO932-294-11","#ABDDA4",-105.2030833,39.78458333,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.4","#698b69","semi-humid, warm","#ABDDA4","H"
"ARFR-CO932-294-11","black",3,187,12,22,NA,625,NA,4,1,NA,NA,11.6,1,NA,2,1,NA,2,1,NA,2,42,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-294-11","#ABDDA4",-105.2030833,39.78458333,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.4","#698b69","semi-humid, warm","#ABDDA4","H"
"ARFR-CO932-314-JEFFERSON-12","black",3,188,12,23,NA,626,NA,4.6,1,NA,NA,11.5,1,"ARFR-AZ930-423-NAVAJO-18_023 was initially assinged but 314-Jefferson actually planted",2,1,NA,2,1,NA,2,19.7,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-314-JEFFERSON-12","#FEE08B",-105.3553333,39.40902778,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","CO.2","#66e566","semi-humid, cool","#FEE08B","E"
"ARFR-WY050-151-FREMONT-16","black",3,189,12,24,NA,627,NA,4.9,1,NA,NA,7.7,1,"ARFR-CO932-314-JEFFERSON-12_063 was initially assinged but Fremont-16 actually planted",2,1,NA,2,1,NA,2,19.2,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-WY050-151-FREMONT-16","#3288BD",-108.1704472,42.47886111,"10 - 15 Deg. F. / 6 - 12","","10 - 15 Deg. F.","12-Jun","10 - 15 Deg. F. / 6 - 12","10 - 15 / semi-arid","WY.2","#cd8500","semi-arid, cool","#3288BD","J"
"ARFR-WY050-151-FREMONT-16","black",3,190,12,25,206,628,NA,4,1,NA,NA,7.4,1,NA,2,1,NA,2,1,NA,2,12,1,NA,2,1,NA,2,1,NA,2,1,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-WY050-151-FREMONT-16","#3288BD",-108.1704472,42.47886111,"10 - 15 Deg. F. / 6 - 12","","10 - 15 Deg. F.","12-Jun","10 - 15 Deg. F. / 6 - 12","10 - 15 / semi-arid","WY.2","#cd8500","semi-arid, cool","#3288BD","J"
"ARFR-WY050-49-FREMONT-12","black",3,191,12,26,NA,629,NA,5.7,1,NA,NA,8.3,1,NA,2,1,NA,2,1,NA,2,13.1,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-WY050-49-FREMONT-12","#5E4FA2",-109.34775,43.42663611,"5 - 10 Deg. F. / 6 - 12","","5 - 10 Deg. F.","12-Jun","5 - 10 Deg. F. / 6 - 12","5 - 10 / semi-arid","WY.3","#ffb90f","semi-arid, cold","#5E4FA2","K"
"ARFR-NM930N-66-11","black",3,192,12,27,NA,630,NA,9.4,1,NA,NA,17.2,1,NA,2,1,NA,2,1,NA,2,60.5,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-NM930N-66-11","#F46D43",-107.2045028,36.76818611,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","NM.1","#66e566","semi-humid, cool","#F46D43","C"
"ARFR-UT080-109-UINTAH-12","black",3,193,12,28,NA,631,NA,3.5,1,NA,NA,12.3,1,NA,2,1,NA,2,1,NA,2,31.2,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-UT080-109-UINTAH-12","#aabe7f",-109.1426444,39.70802222,"10 - 15 Deg. F. / 3 - 6","","10 - 15 Deg. F.","6-Mar","10 - 15 Deg. F. / 3 - 6","10 - 15 / semi-humid","UT.1","#66e566","semi-humid, cool","#aabe7f","G"
"ARFR-CO932-316-JEFFERSON-12","black",3,194,12,29,NA,632,NA,4.6,1,NA,NA,9.9,1,NA,2,1,NA,2,1,NA,2,27.2,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-316-JEFFERSON-12","#FFFF85",-105.358,39.66325,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.3","#698b69","semi-humid, warm","#FFFF85","F"
"ARFR-CO932-294-11","black",3,195,12,30,207,633,NA,5.7,1,NA,NA,8.4,1,NA,2,1,NA,2,1,NA,2,17.1,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-294-11","#ABDDA4",-105.2030833,39.78458333,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.4","#698b69","semi-humid, warm","#ABDDA4","H"
"ARFR-WY050-151-FREMONT-16","black",3,196,12,31,NA,634,NA,7.3,1,NA,NA,9.1,1,NA,2,1,NA,2,1,NA,2,8,1,NA,2,1,NA,2,1,NA,2,1,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-WY050-151-FREMONT-16","#3288BD",-108.1704472,42.47886111,"10 - 15 Deg. F. / 6 - 12","","10 - 15 Deg. F.","12-Jun","10 - 15 Deg. F. / 6 - 12","10 - 15 / semi-arid","WY.2","#cd8500","semi-arid, cool","#3288BD","J"
"ARFR-CO932-316-JEFFERSON-12","black",3,197,12,32,NA,635,NA,4,1,NA,NA,11.3,1,NA,2,1,NA,2,1,NA,2,36.7,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-CO932-316-JEFFERSON-12","#FFFF85",-105.358,39.66325,"15 - 20 Deg. F. / 3 - 6","","15 - 20 Deg. F.","6-Mar","15 - 20 Deg. F. / 3 - 6","15 - 20 / semi-humid","CO.3","#698b69","semi-humid, warm","#FFFF85","F"
"ARFR-WY050-49-FREMONT-12","black",3,198,12,33,NA,636,NA,5.3,1,NA,NA,8.8,1,NA,2,1,NA,2,1,NA,2,12.6,1,NA,2,1,NA,3,1,NA,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N",NA,"ARFR4-SOS-WY050-49-FREMONT-12","#5E4FA2",-109.34775,43.42663611,"5 - 10 Deg. F. / 6 - 12","","5 - 10 Deg. F.","12-Jun","5 - 10 Deg. F. / 6 - 12","5 - 10 / semi-arid","WY.3","#ffb90f","semi-arid, cold","#5E4FA2","K"
