Source,Treatment,Block,Row,PosInRow,Tag,ID,Surv_2022,Surv_2023,Harvested_AGB,SentForSeq_2023,DryLeafMass_g,LeafSurfaceArea_cm2,SLA_mm2permg,Notes.x,AGB2022_MinusBag,InfBM2022_Wobag_g,InfBM2022smpls_HEADS_2024weigh,InfBM2022smpls_CHAFF_2024weigh,Notes.1,ExcludeBcHarvest,ObjectID,GlobalID,Phenology,Survival,Length.In.Cm,Notes.y,eventDate,ParentGlobalID,CreationDate,Creator,EditDate,Editor,plantID_db,phenology,Plant.Position.In.Row,SOURCE_CODE,HexCode_Indv,Long,Lat,SdZone,Notes,Tmin_Class,AHM_class,seed_zone,New_label,PopAbbrev,SdZnCol,SdZnAbbrev,PopCol,PopOrder,ARFR22$ExcludeBcNotReplaced,ARFR23$ExcludeSurvDueToInconsistData
ARFR-WY930-44-LASANIMAS-13,black,1,4,9,NA,174,1,1,NA,N,0.003,0.35,11.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-WY930-44-LASANIMAS-13,#FDAE61,-104.6423889,37.16547222,15 - 20 Deg. F. / 3 - 6,,15 - 20 Deg. F.,6-Mar,15 - 20 Deg. F. / 3 - 6,15 - 20 / semi-humid,CO.1,#698b69,"semi-humid, warm",#FDAE61,D,NA,NA
ARFR-UT080-109-UINTAH-12,black,1,4,10,155,175,1,1,NA,N,0.0117,1.033,8.829059829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-UT080-109-UINTAH-12,#aabe7f,-109.1426444,39.70802222,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,UT.1,#66e566,"semi-humid, cool",#aabe7f,G,NA,NA
ARFR-NM930N-66-11,black,1,4,11,NA,176,1,1,NA,N,0.0044,0.413,9.386363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-NM930N-66-11,#F46D43,-107.2045028,36.76818611,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,NM.1,#66e566,"semi-humid, cool",#F46D43,C,NA,NA
ARFR-NM930N-66-11,black,1,4,12,NA,177,1,1,NA,N,0.0035,0.539,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-NM930N-66-11,#F46D43,-107.2045028,36.76818611,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,NM.1,#66e566,"semi-humid, cool",#F46D43,C,NA,NA
ARFR-AZ930-423-NAVAJO-18,black,1,4,13,NA,178,1,1,NA,Y,0.0022,0.679,30.86363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-AZ930-423-NAVAJO-18,#9E0142,-110.431,36.45877,15 - 20 Deg. F. / 6 - 12,SdZones downloaded 20230823,15 - 20 Deg. F.,12-Jun,15 - 20 Deg. F. / 6 - 12,15 - 20 / semi-arid,AZ.1,#ee5c42,"semi-arid, warm",#9E0142,A,NA,NA
ARFR-UT080-109-UINTAH-12,black,1,4,14,NA,179,1,1,NA,N,0.0074,0.677,9.148648649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-UT080-109-UINTAH-12,#aabe7f,-109.1426444,39.70802222,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,UT.1,#66e566,"semi-humid, cool",#aabe7f,G,NA,NA
ARFR-WY050-151-FREMONT-16,black,1,4,15,156,180,1,1,NA,N,0.0069,0.694,10.05797101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-WY050-151-FREMONT-16,#3288BD,-108.1704472,42.47886111,10 - 15 Deg. F. / 6 - 12,,10 - 15 Deg. F.,12-Jun,10 - 15 Deg. F. / 6 - 12,10 - 15 / semi-arid,WY.2,#cd8500,"semi-arid, cool",#3288BD,J,NA,NA
ARFR-AZ930-422-NAVAJO-18,black,1,4,16,NA,181,1,1,191.09873,N,0.0143,1.217,8.51048951,NA,191.09873,92.81,57.83,17.21,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-AZ930-422-NAVAJO-18,#D53E4F,-110.431,36.56805,15 - 20 Deg. F. / 6 - 12,Lats corrected 20230127,15 - 20 Deg. F.,12-Jun,15 - 20 Deg. F. / 6 - 12,15 - 20 / semi-arid,AZ.2,#ee5c42,"semi-arid, warm",#D53E4F,B,NA,NA
ARFR-CO932-316-JEFFERSON-12,black,1,4,17,NA,182,1,1,NA,N,0.0052,0.543,10.44230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-CO932-316-JEFFERSON-12,#FFFF85,-105.358,39.66325,15 - 20 Deg. F. / 3 - 6,,15 - 20 Deg. F.,6-Mar,15 - 20 Deg. F. / 3 - 6,15 - 20 / semi-humid,CO.3,#698b69,"semi-humid, warm",#FFFF85,F,NA,NA
ARFR-UT080-109-UINTAH-12,black,1,4,18,NA,183,1,1,NA,N,0.0021,0.673,32.04761905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-UT080-109-UINTAH-12,#aabe7f,-109.1426444,39.70802222,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,UT.1,#66e566,"semi-humid, cool",#aabe7f,G,NA,NA
ARFR-CO932-316-JEFFERSON-12,black,1,4,19,NA,184,1,1,NA,N,0.0023,0.618,26.86956522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-CO932-316-JEFFERSON-12,#FFFF85,-105.358,39.66325,15 - 20 Deg. F. / 3 - 6,,15 - 20 Deg. F.,6-Mar,15 - 20 Deg. F. / 3 - 6,15 - 20 / semi-humid,CO.3,#698b69,"semi-humid, warm",#FFFF85,F,NA,NA
ARFR-WY930-44-LASANIMAS-13,black,1,4,20,157,185,1,1,NA,N,0.0033,1.417,42.93939394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-WY930-44-LASANIMAS-13,#FDAE61,-104.6423889,37.16547222,15 - 20 Deg. F. / 3 - 6,,15 - 20 Deg. F.,6-Mar,15 - 20 Deg. F. / 3 - 6,15 - 20 / semi-humid,CO.1,#698b69,"semi-humid, warm",#FDAE61,D,NA,NA
ARFR-WY040-71-10,black,1,4,21,NA,186,1,1,NA,N,0.0034,0.521,15.32352941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-WY040-71-10,#66C2A5,-109.2433156,41.13271889,5 - 10 Deg. F. / 3 - 6,,5 - 10 Deg. F.,6-Mar,5 - 10 Deg. F. / 3 - 6,5 - 10 / semi-humid,WY.1,#a5c2f1,"semi-humid, cold",#66C2A5,I,NA,NA
ARFR-WY040-71-10,black,1,4,22,NA,187,1,1,NA,Y,0.0043,0.609,14.1627907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-WY040-71-10,#66C2A5,-109.2433156,41.13271889,5 - 10 Deg. F. / 3 - 6,,5 - 10 Deg. F.,6-Mar,5 - 10 Deg. F. / 3 - 6,5 - 10 / semi-humid,WY.1,#a5c2f1,"semi-humid, cold",#66C2A5,I,NA,NA
ARFR-WY050-49-FREMONT-12,black,1,4,23,NA,188,1,1,NA,N,0.0024,0.514,21.41666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-WY050-49-FREMONT-12,#5E4FA2,-109.34775,43.42663611,5 - 10 Deg. F. / 6 - 12,,5 - 10 Deg. F.,12-Jun,5 - 10 Deg. F. / 6 - 12,5 - 10 / semi-arid,WY.3,#ffb90f,"semi-arid, cold",#5E4FA2,K,NA,NA
ARFR-CO932-316-JEFFERSON-12,black,1,4,24,NA,189,1,1,NA,N,0.0067,0.797,11.89552239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-CO932-316-JEFFERSON-12,#FFFF85,-105.358,39.66325,15 - 20 Deg. F. / 3 - 6,,15 - 20 Deg. F.,6-Mar,15 - 20 Deg. F. / 3 - 6,15 - 20 / semi-humid,CO.3,#698b69,"semi-humid, warm",#FFFF85,F,NA,NA
ARFR-UT080-109-UINTAH-12,black,1,4,25,158,190,1,1,NA,N,0.0108,1.3,12.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-UT080-109-UINTAH-12,#aabe7f,-109.1426444,39.70802222,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,UT.1,#66e566,"semi-humid, cool",#aabe7f,G,NA,NA
ARFR-UT080-109-UINTAH-12,black,1,4,26,NA,191,1,1,NA,N,0.0027,0.463,17.14814815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-UT080-109-UINTAH-12,#aabe7f,-109.1426444,39.70802222,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,UT.1,#66e566,"semi-humid, cool",#aabe7f,G,NA,NA
ARFR-NM930N-66-11,black,1,4,27,NA,192,1,1,NA,N,0.0105,0.774,7.371428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-NM930N-66-11,#F46D43,-107.2045028,36.76818611,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,NM.1,#66e566,"semi-humid, cool",#F46D43,C,NA,NA
ARFR-WY050-49-FREMONT-12,black,1,4,28,NA,193,1,1,NA,N,0.0034,0.577,16.97058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-WY050-49-FREMONT-12,#5E4FA2,-109.34775,43.42663611,5 - 10 Deg. F. / 6 - 12,,5 - 10 Deg. F.,12-Jun,5 - 10 Deg. F. / 6 - 12,5 - 10 / semi-arid,WY.3,#ffb90f,"semi-arid, cold",#5E4FA2,K,NA,NA
ARFR-NM930N-66-11,black,1,4,29,NA,194,1,1,NA,N,0.0066,0.801,12.13636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-NM930N-66-11,#F46D43,-107.2045028,36.76818611,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,NM.1,#66e566,"semi-humid, cool",#F46D43,C,NA,NA
ARFR-AZ930-422-NAVAJO-18,black,1,4,30,159,195,1,1,NA,N,0.0042,0.493,11.73809524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-AZ930-422-NAVAJO-18,#D53E4F,-110.431,36.56805,15 - 20 Deg. F. / 6 - 12,Lats corrected 20230127,15 - 20 Deg. F.,12-Jun,15 - 20 Deg. F. / 6 - 12,15 - 20 / semi-arid,AZ.2,#ee5c42,"semi-arid, warm",#D53E4F,B,NA,NA
ARFR-UT080-109-UINTAH-12,black,1,4,31,NA,196,1,1,NA,N,0.0076,0.705,9.276315789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-UT080-109-UINTAH-12,#aabe7f,-109.1426444,39.70802222,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,UT.1,#66e566,"semi-humid, cool",#aabe7f,G,NA,NA
ARFR-WY930-44-LASANIMAS-13,black,1,4,32,NA,197,1,1,NA,N,0.003,0.305,10.16666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-WY930-44-LASANIMAS-13,#FDAE61,-104.6423889,37.16547222,15 - 20 Deg. F. / 3 - 6,,15 - 20 Deg. F.,6-Mar,15 - 20 Deg. F. / 3 - 6,15 - 20 / semi-humid,CO.1,#698b69,"semi-humid, warm",#FDAE61,D,NA,NA
ARFR-CO932-316-JEFFERSON-12,black,1,4,33,NA,198,1,0,NA,N,NA,NA,NA,no envelope,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-CO932-316-JEFFERSON-12,#FFFF85,-105.358,39.66325,15 - 20 Deg. F. / 3 - 6,,15 - 20 Deg. F.,6-Mar,15 - 20 Deg. F. / 3 - 6,15 - 20 / semi-humid,CO.3,#698b69,"semi-humid, warm",#FFFF85,F,NA,NA
ARFR-CO932-316-JEFFERSON-12,black,1,4,34,NA,199,1,1,NA,N,0.0045,0.558,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-CO932-316-JEFFERSON-12,#FFFF85,-105.358,39.66325,15 - 20 Deg. F. / 3 - 6,,15 - 20 Deg. F.,6-Mar,15 - 20 Deg. F. / 3 - 6,15 - 20 / semi-humid,CO.3,#698b69,"semi-humid, warm",#FFFF85,F,NA,NA
ARFR-NM930N-66-11,black,1,4,35,160,200,1,1,NA,N,0.0052,0.491,9.442307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-NM930N-66-11,#F46D43,-107.2045028,36.76818611,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,NM.1,#66e566,"semi-humid, cool",#F46D43,C,NA,NA
ARFR-CO932-294-11,black,1,4,36,NA,201,1,1,NA,N,0.0075,0.713,9.506666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-CO932-294-11,#ABDDA4,-105.2030833,39.78458333,15 - 20 Deg. F. / 3 - 6,,15 - 20 Deg. F.,6-Mar,15 - 20 Deg. F. / 3 - 6,15 - 20 / semi-humid,CO.4,#698b69,"semi-humid, warm",#ABDDA4,H,NA,NA
ARFR-NM930N-66-11,black,1,4,37,NA,202,1,1,NA,N,NA,NA,NA,no leaf collected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-NM930N-66-11,#F46D43,-107.2045028,36.76818611,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,NM.1,#66e566,"semi-humid, cool",#F46D43,C,NA,NA
ARFR-CO932-294-11,black,1,4,38,NA,203,1,1,NA,N,0.0046,0.544,11.82608696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-CO932-294-11,#ABDDA4,-105.2030833,39.78458333,15 - 20 Deg. F. / 3 - 6,,15 - 20 Deg. F.,6-Mar,15 - 20 Deg. F. / 3 - 6,15 - 20 / semi-humid,CO.4,#698b69,"semi-humid, warm",#ABDDA4,H,NA,NA
ARFR-WY050-151-FREMONT-16,black,1,4,39,NA,204,1,1,NA,N,0.0041,0.69,16.82926829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-WY050-151-FREMONT-16,#3288BD,-108.1704472,42.47886111,10 - 15 Deg. F. / 6 - 12,,10 - 15 Deg. F.,12-Jun,10 - 15 Deg. F. / 6 - 12,10 - 15 / semi-arid,WY.2,#cd8500,"semi-arid, cool",#3288BD,J,NA,NA
ARFR-NM930N-66-11,black,1,4,40,161,205,1,1,NA,N,0.0047,0.621,13.21276596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-NM930N-66-11,#F46D43,-107.2045028,36.76818611,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,NM.1,#66e566,"semi-humid, cool",#F46D43,C,NA,NA
ARFR-AZ930-423-NAVAJO-18,black,1,4,41,NA,206,1,1,NA,N,0.0021,0.225,10.71428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-AZ930-423-NAVAJO-18,#9E0142,-110.431,36.45877,15 - 20 Deg. F. / 6 - 12,SdZones downloaded 20230823,15 - 20 Deg. F.,12-Jun,15 - 20 Deg. F. / 6 - 12,15 - 20 / semi-arid,AZ.1,#ee5c42,"semi-arid, warm",#9E0142,A,NA,NA
ARFR-AZ930-423-NAVAJO-18,black,1,4,42,NA,207,0,0,NA,N,NA,NA,NA,no envelope,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-AZ930-423-NAVAJO-18,#9E0142,-110.431,36.45877,15 - 20 Deg. F. / 6 - 12,SdZones downloaded 20230823,15 - 20 Deg. F.,12-Jun,15 - 20 Deg. F. / 6 - 12,15 - 20 / semi-arid,AZ.1,#ee5c42,"semi-arid, warm",#9E0142,A,Y,NA
ARFR-UT080-109-UINTAH-12,black,1,4,43,NA,208,1,1,NA,N,0.0038,0.497,13.07894737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-UT080-109-UINTAH-12,#aabe7f,-109.1426444,39.70802222,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,UT.1,#66e566,"semi-humid, cool",#aabe7f,G,NA,NA
ARFR-UT080-109-UINTAH-12,black,1,4,44,NA,209,1,1,NA,Y,0.0031,0.403,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-UT080-109-UINTAH-12,#aabe7f,-109.1426444,39.70802222,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,UT.1,#66e566,"semi-humid, cool",#aabe7f,G,NA,NA
ARFR-WY930-44-LASANIMAS-13,black,1,4,45,162,210,1,1,NA,N,0.0014,0.254,18.14285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-WY930-44-LASANIMAS-13,#FDAE61,-104.6423889,37.16547222,15 - 20 Deg. F. / 3 - 6,,15 - 20 Deg. F.,6-Mar,15 - 20 Deg. F. / 3 - 6,15 - 20 / semi-humid,CO.1,#698b69,"semi-humid, warm",#FDAE61,D,NA,NA
ARFR-UT080-109-UINTAH-12,black,1,4,46,NA,211,1,1,NA,N,0.0033,0.304,9.212121212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-UT080-109-UINTAH-12,#aabe7f,-109.1426444,39.70802222,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,UT.1,#66e566,"semi-humid, cool",#aabe7f,G,NA,NA
ARFR-AZ930-423-NAVAJO-18,black,1,4,47,NA,212,1,1,NA,N,0.0036,0.419,11.63888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-AZ930-423-NAVAJO-18,#9E0142,-110.431,36.45877,15 - 20 Deg. F. / 6 - 12,SdZones downloaded 20230823,15 - 20 Deg. F.,12-Jun,15 - 20 Deg. F. / 6 - 12,15 - 20 / semi-arid,AZ.1,#ee5c42,"semi-arid, warm",#9E0142,A,NA,NA
ARFR-AZ930-423-NAVAJO-18,black,1,4,48,NA,213,1,1,NA,N,0.0035,0.587,16.77142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-AZ930-423-NAVAJO-18,#9E0142,-110.431,36.45877,15 - 20 Deg. F. / 6 - 12,SdZones downloaded 20230823,15 - 20 Deg. F.,12-Jun,15 - 20 Deg. F. / 6 - 12,15 - 20 / semi-arid,AZ.1,#ee5c42,"semi-arid, warm",#9E0142,A,NA,NA
ARFR-CO932-316-JEFFERSON-12,black,1,4,49,NA,214,1,1,NA,N,0.0055,0.654,11.89090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-CO932-316-JEFFERSON-12,#FFFF85,-105.358,39.66325,15 - 20 Deg. F. / 3 - 6,,15 - 20 Deg. F.,6-Mar,15 - 20 Deg. F. / 3 - 6,15 - 20 / semi-humid,CO.3,#698b69,"semi-humid, warm",#FFFF85,F,NA,NA
ARFR-WY040-71-10,black,1,4,50,163,215,1,1,NA,N,0.0033,0.401,12.15151515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-WY040-71-10,#66C2A5,-109.2433156,41.13271889,5 - 10 Deg. F. / 3 - 6,,5 - 10 Deg. F.,6-Mar,5 - 10 Deg. F. / 3 - 6,5 - 10 / semi-humid,WY.1,#a5c2f1,"semi-humid, cold",#66C2A5,I,NA,NA
ARFR-CO932-314-JEFFERSON-12,black,1,4,51,NA,216,1,1,NA,N,0.0033,0.286,8.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-CO932-314-JEFFERSON-12,#FEE08B,-105.3553333,39.40902778,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,CO.2,#66e566,"semi-humid, cool",#FEE08B,E,NA,NA
ARFR-AZ930-423-NAVAJO-18,black,1,4,52,NA,217,1,1,NA,N,0.0021,0.265,12.61904762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-AZ930-423-NAVAJO-18,#9E0142,-110.431,36.45877,15 - 20 Deg. F. / 6 - 12,SdZones downloaded 20230823,15 - 20 Deg. F.,12-Jun,15 - 20 Deg. F. / 6 - 12,15 - 20 / semi-arid,AZ.1,#ee5c42,"semi-arid, warm",#9E0142,A,NA,NA
ARFR-CO932-316-JEFFERSON-12,black,1,4,53,NA,218,1,1,NA,N,0.0022,0.363,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-CO932-316-JEFFERSON-12,#FFFF85,-105.358,39.66325,15 - 20 Deg. F. / 3 - 6,,15 - 20 Deg. F.,6-Mar,15 - 20 Deg. F. / 3 - 6,15 - 20 / semi-humid,CO.3,#698b69,"semi-humid, warm",#FFFF85,F,NA,NA
ARFR-NM930N-66-11,black,1,4,54,NA,219,1,NA,NA,N,0.0071,0.774,10.90140845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-NM930N-66-11,#F46D43,-107.2045028,36.76818611,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,NM.1,#66e566,"semi-humid, cool",#F46D43,C,NA,Y
ARFR-CO932-294-11,white,2,5,1,165,220,1,1,NA,N,0.005,0.607,12.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-CO932-294-11,#ABDDA4,-105.2030833,39.78458333,15 - 20 Deg. F. / 3 - 6,,15 - 20 Deg. F.,6-Mar,15 - 20 Deg. F. / 3 - 6,15 - 20 / semi-humid,CO.4,#698b69,"semi-humid, warm",#ABDDA4,H,NA,NA
ARFR-CO932-316-JEFFERSON-12,white,2,5,2,NA,221,1,1,NA,N,0.0066,0.73,11.06060606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-CO932-316-JEFFERSON-12,#FFFF85,-105.358,39.66325,15 - 20 Deg. F. / 3 - 6,,15 - 20 Deg. F.,6-Mar,15 - 20 Deg. F. / 3 - 6,15 - 20 / semi-humid,CO.3,#698b69,"semi-humid, warm",#FFFF85,F,NA,NA
ARFR-CO932-314-JEFFERSON-12,white,2,5,3,NA,222,1,1,NA,N,0.0039,0.446,11.43589744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARFR4-SOS-CO932-314-JEFFERSON-12,#FEE08B,-105.3553333,39.40902778,10 - 15 Deg. F. / 3 - 6,,10 - 15 Deg. F.,6-Mar,10 - 15 Deg. F. / 3 - 6,10 - 15 / semi-humid,CO.2,#66e566,"semi-humid, cool",#FEE08B,E,NA,NA
